species;genus;family
Leucaena_diversifolia;Leucaena;Fabaceae
Leucaena_esculenta;Leucaena;Fabaceae
Leucaena_greggii;Leucaena;Fabaceae
Leucaena_involucrata;Leucaena;Fabaceae
Leucaena_lanceolata;Leucaena;Fabaceae
Leucaena_lempirana;Leucaena;Fabaceae
Leucaena_leucocephala;Leucaena;Fabaceae
Leucaena_macrophylla;Leucaena;Fabaceae
Leucaena_magnifica;Leucaena;Fabaceae
Leucaena_matudae;Leucaena;Fabaceae
Leucaena_multicapitula;Leucaena;Fabaceae
Leucaena_pallida;Leucaena;Fabaceae
Leucaena_pueblana;Leucaena;Fabaceae
Leucaena_pulverulenta;Leucaena;Fabaceae
Leucaena_retusa;Leucaena;Fabaceae
Leucaena_salvadorensis;Leucaena;Fabaceae
Leucaena_shannonii;Leucaena;Fabaceae
Leucaena_trichandra;Leucaena;Fabaceae
Leucaena_trichodes;Leucaena;Fabaceae
Leucanthemella_linearis;Leucanthemella;Asteraceae
Leucanthemopsis_alpina;Leucanthemopsis;Asteraceae
Leucanthemum_gaudinii;Leucanthemum;Asteraceae
Leucanthemum_heterophyllum;Leucanthemum;Asteraceae
Leucanthemum_illyricum;Leucanthemum;Asteraceae
Leucanthemum_ircutianum;Leucanthemum;Asteraceae
Leucanthemum_laciniatum;Leucanthemum;Asteraceae
Leucanthemum_multicaule;Leucanthemum;Asteraceae
Leucanthemum_myconis;Leucanthemum;Asteraceae
Leucanthemum_pachyphyllum;Leucanthemum;Asteraceae
Leucanthemum_pallens;Leucanthemum;Asteraceae
Leucanthemum_praecox;Leucanthemum;Asteraceae
Leucanthemum_subglaucum;Leucanthemum;Asteraceae
Leucanthemum_tridactylites;Leucanthemum;Asteraceae
Leucanthemum_vulgare;Leucanthemum;Asteraceae
Leucojum_aestivum;Leucojum;Amaryllidaceae
Leucojum_vernum;Leucojum;Amaryllidaceae
Levisticum_officinale;Levisticum;Apiaceae
Lewisia_cotyledon;Lewisia;Montiaceae
Lewisia_nevadensis;Lewisia;Montiaceae
Lewisia_pygmaea;Lewisia;Montiaceae
Leymus_akmolinensis;Leymus;Poaceae
Leymus_ambiguus;Leymus;Poaceae
Leymus_flavens;Leymus;Poaceae
Leymus_chinensis;Leymus;Poaceae
Leymus_racemosus;Leymus;Poaceae
Leymus_sabulosus;Leymus;Poaceae
Leymus_secalinus;Leymus;Poaceae
Leymus_triticoides;Leymus;Poaceae
Liatris_aspera;Liatris;Asteraceae
Liatris_cylindraceae;Liatris;Asteraceae
Liatris_punctata;Liatris;Asteraceae
Liatris_pycnostachya;Liatris;Asteraceae
Libanotis_spodotrichoma;Libanotis;Apiaceae
Libocedrus_bidwillii;Libocedrus;Cupressaceae
Libocedrus_plumosa;Libocedrus;Cupressaceae
Libocedrus_uvifera;Libocedrus;Cupressaceae
Ligustrum_quihoui;Ligustrum;Oleaceae
Ligustrum_vulgare;Ligustrum;Oleaceae
Lilium_albanicum;Lilium;Liliaceae
Lilium_amabile;Lilium;Liliaceae
Lilium_auratum;Lilium;Liliaceae
Lilium_bakerianum;Lilium;Liliaceae
Lilium_bosniacum;Lilium;Liliaceae
Lilium_brownii;Lilium;Liliaceae
Lilium_bulbiferum;Lilium;Liliaceae
Lilium_callosum;Lilium;Liliaceae
Lilium_canadense;Lilium;Liliaceae
Lilium_candidum;Lilium;Liliaceae
Lilium_carniolicum;Lilium;Liliaceae
Lilium_catesbaei;Lilium;Liliaceae
Lilium_cattaniae;Lilium;Liliaceae
Lilium_cernuum;Lilium;Liliaceae
Lilium_ciliatum;Lilium;Liliaceae
Lilium_columbianum;Lilium;Liliaceae
Lilium_concolor;Lilium;Liliaceae
Lilium_dauricum;Lilium;Liliaceae
Lilium_davidii;Lilium;Liliaceae
Lilium_distichum;Lilium;Liliaceae
Lilium_duchartrei;Lilium;Liliaceae
Lilium_euxanthum;Lilium;Liliaceae
Lilium_fargesii;Lilium;Liliaceae
Lilium_formosanum;Lilium;Liliaceae
Lilium_grayi;Lilium;Liliaceae
Lilium_hansonii;Lilium;Liliaceae
Lilium_henrici;Lilium;Liliaceae
Lilium_henryi;Lilium;Liliaceae
Lilium_chalcedonicum;Lilium;Liliaceae
Lilium_jankae;Lilium;Liliaceae
Lilium_japonicum;Lilium;Liliaceae
Lilium_lancifolium;Lilium;Liliaceae
Lilium_lankongense;Lilium;Liliaceae
Lilium_leichtlinii;Lilium;Liliaceae
Lilium_leucanthum;Lilium;Liliaceae
Lilium_longiflorum;Lilium;Liliaceae
Lilium_mackliniae;Lilium;Liliaceae
Lilium_maculatum;Lilium;Liliaceae
Lilium_martagon;Lilium;Liliaceae
Lilium_michauxii;Lilium;Liliaceae
Lilium_michiganense;Lilium;Liliaceae
Lilium_monadelphum;Lilium;Liliaceae
Lilium_nepalense;Lilium;Liliaceae
Lilium_nobillissimum;Lilium;Liliaceae
Lilium_occidentale;Lilium;Liliaceae
Lilium_pardalinum;Lilium;Liliaceae
Lilium_parryi;Lilium;Liliaceae
Lilium_pensylvanicum;Lilium;Liliaceae
Lilium_philadelphicum;Lilium;Liliaceae
Lilium_polyphyllum;Lilium;Liliaceae
Lilium_pomponium;Lilium;Liliaceae
Lilium_primulinum;Lilium;Liliaceae
Lilium_pumilum;Lilium;Liliaceae
Lilium_pyrenaicum;Lilium;Liliaceae
Lilium_regale;Lilium;Liliaceae
Lilium_rhodopaeum;Lilium;Liliaceae
Lilium_rosthornii;Lilium;Liliaceae
Lilium_rubellum;Lilium;Liliaceae
Lilium_sargentiae;Lilium;Liliaceae
Lilium_souliei;Lilium;Liliaceae
Lilium_speciosum;Lilium;Liliaceae
Lilium_sulphureum;Lilium;Liliaceae
Lilium_superbum;Lilium;Liliaceae
Lilium_taliense;Lilium;Liliaceae
Lilium_tsingtauense;Lilium;Liliaceae
Lilium_wallichianum;Lilium;Liliaceae
Lilium_wardii;Lilium;Liliaceae
Lilium_wilsonii;Lilium;Liliaceae
Limnanthes_douglasii;Limnanthes;Limnanthaceae
Limnocharis_flava;Limnocharis;Alismataceae
Limnophila_sessiliflora;Limnophila;Plantaginaceae
Limodorum_abortivum;Limodorum;Orchidaceae
Limonium_algarvense;Limonium;Plumbaginaceae
Limonium_angustifolium;Limonium;Plumbaginaceae
Limonium_binervosum;Limonium;Plumbaginaceae
Limonium_dodartii;Limonium;Plumbaginaceae
Limonium_fruticans;Limonium;Plumbaginaceae
Limonium_lanceolatum;Limonium;Plumbaginaceae
Limonium_macrophyllum;Limonium;Plumbaginaceae
Limonium_multiflorum;Limonium;Plumbaginaceae
Limonium_nydeggeri;Limonium;Plumbaginaceae
Limonium_ovalifolium;Limonium;Plumbaginaceae
Limonium_pectinatum;Limonium;Plumbaginaceae
Limonium_perezii;Limonium;Plumbaginaceae
Limonium_perigrinum;Limonium;Plumbaginaceae
Limonium_purpuratum;Limonium;Plumbaginaceae
Limonium_sinuatum;Limonium;Plumbaginaceae
Limonium_vulgare;Limonium;Plumbaginaceae
Linaria_aeruginea;Linaria;Plantaginaceae
Linaria_amethystea;Linaria;Plantaginaceae
Linaria_concolor;Linaria;Plantaginaceae
Linaria_diffusa;Linaria;Plantaginaceae
Linaria_incarnata;Linaria;Plantaginaceae
Linaria_polygalifolia;Linaria;Plantaginaceae
Linaria_saxatilis;Linaria;Plantaginaceae
Linaria_spartea;Linaria;Plantaginaceae
Linaria_supina;Linaria;Plantaginaceae
Linaria_triornithophora;Linaria;Plantaginaceae
Linaria_vulgaris;Linaria;Plantaginaceae
Lindenbergia_philippensis;Lindenbergia;Orobanchaceae
Lindera_benzoin;Lindera;Lauraceae
Lindheimera_texana;Lindheimera;Asteraceae
Lindsaea_ensifolia;Lindsaea;Lindsaeaceae
Linnaea_borealis;Linnaea;Caprifoliaceae
Linum_bienne;Linum;Linaceae
Linum_capitatum;Linum;Linaceae
Linum_sulcatum;Linum;Linaceae
Linum_tenuifolium;Linum;Linaceae
Linum_usitatissimum;Linum;Linaceae
Liparis_crenulata;Liparis;Orchidaceae
Liparis_rostrata;Liparis;Orchidaceae
Liparis_sparsiflora;Liparis;Orchidaceae
Lippia_alba;Lippia;Lamiaceae
Liriodendron_tulipifera;Liriodendron;Magnoliaceae
Liriope_exiliflora;Liriope;Asparagaceae
Liriope_gigantea;Liriope;Asparagaceae
Liriope_graminifolia;Liriope;Asparagaceae
Liriope_longipedicellata;Liriope;Asparagaceae
Liriope_minor;Liriope;Asparagaceae
Liriope_muscari;Liriope;Asparagaceae
Liriope_platyphylla;Liriope;Asparagaceae
Liriope_spicata;Liriope;Asparagaceae
Listera_ovata;Listera;Orchidaceae
Lithocarpus_bacgiangensis;Lithocarpus;Fagaceae
Lithocarpus_balansae;Lithocarpus;Fagaceae
Lithocarpus_calolepis;Lithocarpus;Fagaceae
Lithocarpus_corneus;Lithocarpus;Fagaceae
Lithocarpus_crassifolius;Lithocarpus;Fagaceae
Lithocarpus_dealbatus;Lithocarpus;Fagaceae
Lithocarpus_echinophorus;Lithocarpus;Fagaceae
Lithocarpus_elizabethiae;Lithocarpus;Fagaceae
Lithocarpus_fenestratus;Lithocarpus;Fagaceae
Lithocarpus_fohaiensis;Lithocarpus;Fagaceae
Lithocarpus_fordianus;Lithocarpus;Fagaceae
Lithocarpus_grandifolius;Lithocarpus;Fagaceae
Lithocarpus_hancei;Lithocarpus;Fagaceae
Lithocarpus_litseifolius;Lithocarpus;Fagaceae
Lithocarpus_mairei;Lithocarpus;Fagaceae
Lithocarpus_pachylepis;Lithocarpus;Fagaceae
Lithocarpus_polystachyus;Lithocarpus;Fagaceae
Lithocarpus_skanianus;Lithocarpus;Fagaceae
Lithocarpus_triqueter;Lithocarpus;Fagaceae
Lithocarpus_truncatus;Lithocarpus;Fagaceae
Lithocarpus_xylocarpus;Lithocarpus;Fagaceae
Lithospermum_canescens;Lithospermum;Boraginaceae
Lithospermum_incisum;Lithospermum;Boraginaceae
Lithospermum_latifolium;Lithospermum;Boraginaceae
Lithospermum_officinale;Lithospermum;Boraginaceae
Litchi_chinensis;Litchi;Sapindaceae
Litsea_glutinosa;Litsea;Lauraceae
Llavea_cordifolia;Llavea;Adiantaceae
Lobelia_dortmanna;Lobelia;Campanulaceae
Lobelia_inflata;Lobelia;Campanulaceae
Lobularia_canariensis;Lobularia;Brassicaceae
Lobularia_libyaca;Lobularia;Brassicaceae
Lockhartia_biserra;Lockhartia;Orchidaceae
Lockhartia_oerstedii;Lockhartia;Orchidaceae
Logfia_clementei;Logfia;Asteraceae
Logfia_gallica;Logfia;Asteraceae
Logfia_minima;Logfia;Asteraceae
Lolium_canariense;Lolium;Poaceae
Lolium_italicum;Lolium;Poaceae
Lolium_loliaceum;Lolium;Poaceae
Lolium_multiflorum;Lolium;Poaceae
Lolium_perenne;Lolium;Poaceae
Lolium_persicum;Lolium;Poaceae
Lolium_remotum;Lolium;Poaceae
Lolium_rigidum;Lolium;Poaceae
Lolium_temulentum;Lolium;Poaceae
Lomandra_preissii;Lomandra;Asparagaceae
Lomatia_fraxinifolia;Lomatia;Proteaceae
Lomatia_polymorpha;Lomatia;Proteaceae
Lomatia_tasmanica;Lomatia;Proteaceae
Lomatia_tinctoria;Lomatia;Proteaceae
Lomelosia_caucasica;Lomelosia;Caprifoliaceae
Lomelosia_crenata;Lomelosia;Caprifoliaceae
Lomelosia_cretica;Lomelosia;Caprifoliaceae
Lomelosia_graminifolia;Lomelosia;Caprifoliaceae
Lonchitis_occidentalis;Lonchitis;Lonchitidaceae
Lonchocarpus_acuminatus;Lonchocarpus;Fabaceae
Lonchocarpus_agyrotrichus;Lonchocarpus;Fabaceae
Lonchocarpus_andrieuxii;Lonchocarpus;Fabaceae
Lonchocarpus_angusticarpus;Lonchocarpus;Fabaceae
Lonchocarpus_atropurpureus;Lonchocarpus;Fabaceae
Lonchocarpus_balsensis;Lonchocarpus;Fabaceae
Lonchocarpus_castilloi;Lonchocarpus;Fabaceae
Lonchocarpus_caudatus;Lonchocarpus;Fabaceae
Lonchocarpus_constrictus;Lonchocarpus;Fabaceae
Lonchocarpus_cruentus;Lonchocarpus;Fabaceae
Lonchocarpus_emarginatus;Lonchocarpus;Fabaceae
Lonchocarpus_epigaeus;Lonchocarpus;Fabaceae
Lonchocarpus_eriocarinalis;Lonchocarpus;Fabaceae
Lonchocarpus_eriophyllus;Lonchocarpus;Fabaceae
Lonchocarpus_guatemalensis;Lonchocarpus;Fabaceae
Lonchocarpus_hermannii;Lonchocarpus;Fabaceae
Lonchocarpus_hidalgensis;Lonchocarpus;Fabaceae
Lonchocarpus_hintonii;Lonchocarpus;Fabaceae
Lonchocarpus_huetamoensis;Lonchocarpus;Fabaceae
Lonchocarpus_hughesii;Lonchocarpus;Fabaceae
Lonchocarpus_chavelasii;Lonchocarpus;Fabaceae
Lonchocarpus_chiangii;Lonchocarpus;Fabaceae
Lonchocarpus_lanceolatus;Lonchocarpus;Fabaceae
Lonchocarpus_longipedunculatus;Lonchocarpus;Fabaceae
Lonchocarpus_luteomaculatus;Lonchocarpus;Fabaceae
Lonchocarpus_macrocarpus;Lonchocarpus;Fabaceae
Lonchocarpus_martinezii;Lonchocarpus;Fabaceae
Lonchocarpus_minimiflorus;Lonchocarpus;Fabaceae
Lonchocarpus_molinae;Lonchocarpus;Fabaceae
Lonchocarpus_morenoi;Lonchocarpus;Fabaceae
Lonchocarpus_mutans;Lonchocarpus;Fabaceae
Lonchocarpus_obovatus;Lonchocarpus;Fabaceae
Lonchocarpus_parviflorus;Lonchocarpus;Fabaceae
Lonchocarpus_peninsularis;Lonchocarpus;Fabaceae
Lonchocarpus_phaseolifolius;Lonchocarpus;Fabaceae
Lonchocarpus_phlebophyllus;Lonchocarpus;Fabaceae
Lonchocarpus_punctatus;Lonchocarpus;Fabaceae
Lonchocarpus_rugosus;Lonchocarpus;Fabaceae
Lonchocarpus_salvadorensis;Lonchocarpus;Fabaceae
Lonchocarpus_sanctuari;Lonchocarpus;Fabaceae
Lonchocarpus_santarosanus;Lonchocarpus;Fabaceae
Lonchocarpus_schiedeanus;Lonchocarpus;Fabaceae
Lonchocarpus_schubertiae;Lonchocarpus;Fabaceae
Lonchocarpus_spectabilis;Lonchocarpus;Fabaceae
Lonchocarpus_torresiorum;Lonchocarpus;Fabaceae
Lonchocarpus_xuul;Lonchocarpus;Fabaceae
Lonicera_canadensis;Lonicera;Caprifoliaceae
Lonicera_caprifolium;Lonicera;Caprifoliaceae
Lonicera_coerulea;Lonicera;Caprifoliaceae
Lonicera_fragrantissima;Lonicera;Caprifoliaceae
Lonicera_hirsuta;Lonicera;Caprifoliaceae
Lonicera_implexa;Lonicera;Caprifoliaceae
Lonicera_involucrata;Lonicera;Caprifoliaceae
Lonicera_japonica;Lonicera;Caprifoliaceae
Lonicera_korolkowii;Lonicera;Caprifoliaceae
Lonicera_maackii;Lonicera;Caprifoliaceae
Lonicera_morrowii;Lonicera;Caprifoliaceae
Lonicera_nigra;Lonicera;Caprifoliaceae
Lonicera_nitida;Lonicera;Caprifoliaceae
Lonicera_oblongifolia;Lonicera;Caprifoliaceae
Lonicera_periclymenum;Lonicera;Caprifoliaceae
Lonicera_reticulata;Lonicera;Caprifoliaceae
Lonicera_ruprechtiana;Lonicera;Caprifoliaceae
Lonicera_sempervirens;Lonicera;Caprifoliaceae
Lonicera_standishii;Lonicera;Caprifoliaceae
Lonicera_tatarica;Lonicera;Caprifoliaceae
Lonicera_vesicaria;Lonicera;Caprifoliaceae
Lonicera_villosa;Lonicera;Caprifoliaceae
Lonicera_xylosteum;Lonicera;Caprifoliaceae
Lophatherum_gracile;Lophatherum;Poaceae
Loranthus_europaeus;Loranthus;Loranthaceae
Lotus_alpinus;Lotus;Fabaceae
Lotus_angustissimus;Lotus;Fabaceae
Lotus_arenarius;Lotus;Fabaceae
Lotus_australis;Lotus;Fabaceae
Lotus_berthelotii;Lotus;Fabaceae
Lotus_borbasii;Lotus;Fabaceae
Lotus_burttii;Lotus;Fabaceae
Lotus_campylocladus;Lotus;Fabaceae
Lotus_coimbrensis;Lotus;Fabaceae
Lotus_conjugatus;Lotus;Fabaceae
Lotus_corniculatus;Lotus;Fabaceae
Lotus_cytisoides;Lotus;Fabaceae
Lotus_denticulatus;Lotus;Fabaceae
Lotus_dumetorum;Lotus;Fabaceae
Lotus_edulis;Lotus;Fabaceae
Lotus_filicaulis;Lotus;Fabaceae
Lotus_gebelia;Lotus;Fabaceae
Lotus_glaucus;Lotus;Fabaceae
Lotus_halophilus;Lotus;Fabaceae
Lotus_heermannii;Lotus;Fabaceae
Lotus_humistratus;Lotus;Fabaceae
Lotus_japonicus;Lotus;Fabaceae
Lotus_krylovii;Lotus;Fabaceae
Lotus_maritimus;Lotus;Fabaceae
Lotus_mascaënsis;Lotus;Fabaceae
Lotus_ornithopoides;Lotus;Fabaceae
Lotus_palustris;Lotus;Fabaceae
Lotus_pedunculatus;Lotus;Fabaceae
Lotus_peregrinus;Lotus;Fabaceae
Lotus_requienii;Lotus;Fabaceae
Lotus_salsuginosus;Lotus;Fabaceae
Lotus_scoparius;Lotus;Fabaceae
Lotus_sessilifolius;Lotus;Fabaceae
Lotus_schoelleri;Lotus;Fabaceae
Lotus_strigosus;Lotus;Fabaceae
Lotus_subbiflorus;Lotus;Fabaceae
Lotus_subpinnatus;Lotus;Fabaceae
Lotus_tenuis;Lotus;Fabaceae
Lotus_tetragonolobus;Lotus;Fabaceae
Lotus_uliginosus;Lotus;Fabaceae
Lotus_unifoliolatus;Lotus;Fabaceae
Lotus_weilleri;Lotus;Fabaceae
Lotus_wrightii;Lotus;Fabaceae
Loxococcus_rupicola;Loxococcus;Arecaceae
Loxsoma_cunninghami;Loxsoma;Loxomataceae
Ludisia_discolor;Ludisia;Orchidaceae
Ludovia_lancifolia;Ludovia;Cyclanthaceae
Ludwigia_peruviana;Ludwigia;Onagraceae
Ludwigia_pilosa;Ludwigia;Onagraceae
Luffa_cylindrica;Luffa;Cucurbitaceae
Lugoa_revoluta;Lugoa;Asteraceae
Lunaria_biennis;Lunaria;Brassicaceae
Lunaria_rediviva;Lunaria;Brassicaceae
Lupinus_albicaulis;Lupinus;Fabaceae
Lupinus_albifrons;Lupinus;Fabaceae
Lupinus_albus;Lupinus;Fabaceae
Lupinus_anatolicus;Lupinus;Fabaceae
Lupinus_angustifolius;Lupinus;Fabaceae
Lupinus_arboreus;Lupinus;Fabaceae
Lupinus_arbustus;Lupinus;Fabaceae
Lupinus_argenteus;Lupinus;Fabaceae
Lupinus_arizonicus;Lupinus;Fabaceae
Lupinus_atlanticus;Lupinus;Fabaceae
Lupinus_bandelierae;Lupinus;Fabaceae
Lupinus_bracteolaris;Lupinus;Fabaceae
Lupinus_concinnus;Lupinus;Fabaceae
Lupinus_cosentinii;Lupinus;Fabaceae
Lupinus_cryptanthus;Lupinus;Fabaceae
Lupinus_digitatus;Lupinus;Fabaceae
Lupinus_garfieldensis;Lupinus;Fabaceae
Lupinus_graecus;Lupinus;Fabaceae
Lupinus_guaraniticus;Lupinus;Fabaceae
Lupinus_hispanicus;Lupinus;Fabaceae
Lupinus_lanatus;Lupinus;Fabaceae
Lupinus_latifolius;Lupinus;Fabaceae
Lupinus_lepidus;Lupinus;Fabaceae
Lupinus_leucophyllus;Lupinus;Fabaceae
Lupinus_linearis;Lupinus;Fabaceae
Lupinus_linifolius;Lupinus;Fabaceae
Lupinus_luteolus;Lupinus;Fabaceae
Lupinus_luteus;Lupinus;Fabaceae
Lupinus_magnistipulatus;Lupinus;Fabaceae
Lupinus_mexicanus;Lupinus;Fabaceae
Lupinus_micranthus;Lupinus;Fabaceae
Lupinus_microcarpus;Lupinus;Fabaceae
Lupinus_multiflorus;Lupinus;Fabaceae
Lupinus_mutabilis;Lupinus;Fabaceae
Lupinus_nanus;Lupinus;Fabaceae
Lupinus_palaestinus;Lupinus;Fabaceae
Lupinus_perennis;Lupinus;Fabaceae
Lupinus_pilosus;Lupinus;Fabaceae
Lupinus_polyphyllus;Lupinus;Fabaceae
Lupinus_princei;Lupinus;Fabaceae
Lupinus_pusillus;Lupinus;Fabaceae
Lupinus_reitzii;Lupinus;Fabaceae
Lupinus_rivularis;Lupinus;Fabaceae
Lupinus_semperflorens;Lupinus;Fabaceae
Lupinus_sericeus;Lupinus;Fabaceae
Lupinus_termis;Lupinus;Fabaceae
Lupinus_texensis;Lupinus;Fabaceae
Lupinus_variicolor;Lupinus;Fabaceae
Lupinus_vavilovi;Lupinus;Fabaceae
Luronium_natans;Luronium;Alismataceae
Luzula_abyssinica;Luzula;Juncaceae
Luzula_alpina;Luzula;Juncaceae
Luzula_atrata;Luzula;Juncaceae
Luzula_australasica;Luzula;Juncaceae
Luzula_campestris;Luzula;Juncaceae
Luzula_canariensis;Luzula;Juncaceae
Luzula_divulgata;Luzula;Juncaceae
Luzula_divulgatiformis;Luzula;Juncaceae
Luzula_elegans;Luzula;Juncaceae
Luzula_exspectata;Luzula;Juncaceae
Luzula_forsteri;Luzula;Juncaceae
Luzula_lutea;Luzula;Juncaceae
Luzula_luzuloides;Luzula;Juncaceae
Luzula_multiflora;Luzula;Juncaceae
Luzula_nemorosa;Luzula;Juncaceae
Luzula_nivea;Luzula;Juncaceae
Luzula_pallescens;Luzula;Juncaceae
Luzula_pedemontana;Luzula;Juncaceae
Luzula_pediformis;Luzula;Juncaceae
Luzula_pilosa;Luzula;Juncaceae
Luzula_purpureo-splendens;Luzula;Juncaceae
Luzula_spicata;Luzula;Juncaceae
Luzula_sudetica;Luzula;Juncaceae
Luzula_sylvatica;Luzula;Juncaceae
Luzuriaga_radicans;Luzuriaga;Alstroemeriaceae
Lycaste_macrobulbon;Lycaste;Orchidaceae
Lycaste_macrophylla;Lycaste;Orchidaceae
Lycaste_skinneri;Lycaste;Orchidaceae
Lycianthes_asarifolia;Lycianthes;Solanaceae
Lycium_barbarum;Lycium;Solanaceae
Lycium_elongatum;Lycium;Solanaceae
Lycium_fremontii;Lycium;Solanaceae
Lycium_chilense;Lycium;Solanaceae
Lycium_chinense;Lycium;Solanaceae
Lycium_infaustum;Lycium;Solanaceae
Lycium_pallidum;Lycium;Solanaceae
Lycium_ruthenicum;Lycium;Solanaceae
Lycopersicon_esculentum;Lycopersicon;Solanaceae
Lycopersicon_hirsutum;Lycopersicon;Solanaceae
Lycopersicon_humboldtii;Lycopersicon;Solanaceae
Lycopersicon_cheesemanii;Lycopersicon;Solanaceae
Lycopersicon_pennellii;Lycopersicon;Solanaceae
Lycopersicon_peruvianum;Lycopersicon;Solanaceae
Lycopersicon_pimpinellifolium;Lycopersicon;Solanaceae
Lycopersicon_racemiflorum;Lycopersicon;Solanaceae
Lycopersicon_racemigerum;Lycopersicon;Solanaceae
Lycopodium_annotinum;Lycopodium;Lycopodiaceae
Lycopodium_clavatum;Lycopodium;Lycopodiaceae
Lycopodium_dendroideum;Lycopodium;Lycopodiaceae
Lycopodium_obscurum;Lycopodium;Lycopodiaceae
Lycopsis_arvensis;Lycopsis;Boraginaceae
Lycopus_americanus;Lycopus;Lamiaceae
Lycopus_uniflorus;Lycopus;Lamiaceae
Lycoris_aurea;Lycoris;Amaryllidaceae
Lygeum_spartum;Lygeum;Poaceae
Lyginia_barbata;Lyginia;Restionaceae
Lygodium_japonicum;Lygodium;Schizaeaceae
Lygodium_microphyllum;Lygodium;Schizaeaceae
Lygodium_volubile;Lygodium;Schizaeaceae
Lychnis_coronaria;Lychnis;Caryophyllaceae
Lychnis_flos-cuculi;Lychnis;Caryophyllaceae
Lysiana_casuarinae;Lysiana;Loranthaceae
Lysiana_exocarpi;Lysiana;Loranthaceae
Lysiana_linearifolia;Lysiana;Loranthaceae
Lysiana_murrayi;Lysiana;Loranthaceae
Lysiana_spathulata;Lysiana;Loranthaceae
Lysiana_subfalcata;Lysiana;Loranthaceae
Lysimachia_ciliata;Lysimachia;Primulaceae
Lysimachia_nummularia;Lysimachia;Primulaceae
Lysimachia_punctata;Lysimachia;Primulaceae
Lysimachia_quadriflora;Lysimachia;Primulaceae
Lysimachia_quadrifolia;Lysimachia;Primulaceae
Lysimachia_terrestris;Lysimachia;Primulaceae
Lysimachia_thyrisflora;Lysimachia;Primulaceae
Lysionotus_pauciflorus;Lysionotus;Gesneriaceae
Lysionotus_sangzhiensis;Lysionotus;Gesneriaceae
Lythrum_alatum;Lythrum;Lythraceae
Macrosolen_cochinchinensis;Macrosolen;Loranthaceae
Macrozamia_fearnsidei;Macrozamia;Zamiaceae
Macrozamia_moorei;Macrozamia;Zamiaceae
Madhuca_longifolia;Madhuca;Sapotaceae
Magnolia_delavayii;Magnolia;Magnoliaceae
Magnolia_fraseri;Magnolia;Magnoliaceae
Magnolia_grandiflora;Magnolia;Magnoliaceae
Magnolia_kobus;Magnolia;Magnoliaceae
Magnolia_laevifolia;Magnolia;Magnoliaceae
Magnolia_liliiflora;Magnolia;Magnoliaceae
Magnolia_lotungensis;Magnolia;Magnoliaceae
Magnolia_macrophylla;Magnolia;Magnoliaceae
Magnolia_rostrata;Magnolia;Magnoliaceae
Magnolia_sinica;Magnolia;Magnoliaceae
Magnolia_soulangiana;Magnolia;Magnoliaceae
Magnolia_stellata;Magnolia;Magnoliaceae
Magnolia_virginiana;Magnolia;Magnoliaceae
Magnolia_yuyuanensis;Magnolia;Magnoliaceae
Mahonia_aquifolium;Mahonia;Berberidaceae
Mahonia_bealei;Mahonia;Berberidaceae
Mahonia_bodinieri;Mahonia;Berberidaceae
Mahonia_confusa;Mahonia;Berberidaceae
Mahonia_duclouxiana;Mahonia;Berberidaceae
Mahonia_eurybracteata;Mahonia;Berberidaceae
Mahonia_fortunei;Mahonia;Berberidaceae
Mahonia_gracilipes;Mahonia;Berberidaceae
Mahonia_gracilis;Mahonia;Berberidaceae
Mahonia_haematocarpa;Mahonia;Berberidaceae
Mahonia_hartwegii;Mahonia;Berberidaceae
Mahonia_ilicina;Mahonia;Berberidaceae
Mahonia_japonica;Mahonia;Berberidaceae
Mahonia_koreana;Mahonia;Berberidaceae
Mahonia_lanceolata;Mahonia;Berberidaceae
Mahonia_leptodonta;Mahonia;Berberidaceae
Mahonia_longibracteata;Mahonia;Berberidaceae
Mahonia_napaulensis;Mahonia;Berberidaceae
Mahonia_nervosa;Mahonia;Berberidaceae
Mahonia_nevinii;Mahonia;Berberidaceae
Mahonia_nitens;Mahonia;Berberidaceae
Mahonia_oiwakensis;Mahonia;Berberidaceae
Mahonia_pallida;Mahonia;Berberidaceae
Mahonia_paniculata;Mahonia;Berberidaceae
Mahonia_polyodonta;Mahonia;Berberidaceae
Mahonia_pumila;Mahonia;Berberidaceae
Mahonia_repens;Mahonia;Berberidaceae
Mahonia_thunbergii;Mahonia;Berberidaceae
Mahonia_trifoliolata;Mahonia;Berberidaceae
Machaeranthera_boltoniae;Machaeranthera;Asteraceae
Machaeranthera_brevilingulata;Machaeranthera;Asteraceae
Machaeranthera_parviflora;Machaeranthera;Asteraceae
Machaeranthera_tenuis;Machaeranthera;Asteraceae
Maianthemum_bifolium;Maianthemum;Asparagaceae
Maianthemum_canadense;Maianthemum;Asparagaceae
Maianthemum_dilatatum;Maianthemum;Asparagaceae
Maianthemum_japonicum;Maianthemum;Asparagaceae
Maianthemum_racemosum;Maianthemum;Asparagaceae
Maianthemum_stellatum;Maianthemum;Asparagaceae
Maireana_decalvans;Maireana;Amaranthaceae
Malcolmia_africana;Malcolmia;Brassicaceae
Malcolmia_crenulata;Malcolmia;Brassicaceae
Malcolmia_flexuosa;Malcolmia;Brassicaceae
Malcolmia_nana;Malcolmia;Brassicaceae
Malus_angustifolia;Malus;Rosaceae
Malus_asiatica;Malus;Rosaceae
Malus_baccata;Malus;Rosaceae
Malus_coronaria;Malus;Rosaceae
Malus_florentina;Malus;Rosaceae
